point_id,source_file,prediction,distance,sensor_1,sensor_2,sensor_3
60130631298,file:///home/isaac/Documents/BDA/bda-exercises-3-group-1/data/problem_3/gearbox/Run_6.csv,3,37.18423171063339,0.015717,0.37598,4.9414
60130631294,file:///home/isaac/Documents/BDA/bda-exercises-3-group-1/data/problem_3/gearbox/Run_6.csv,4,36.04847195244175,0.0028992,-0.36285,4.928
60130580608,file:///home/isaac/Documents/BDA/bda-exercises-3-group-1/data/problem_3/gearbox/Run_68.csv,3,28.546798751327646,0.046387,0.29297,4.9316
60130580607,file:///home/isaac/Documents/BDA/bda-exercises-3-group-1/data/problem_3/gearbox/Run_68.csv,3,25.488062981736885,0.050812,0.26337,4.9268
42950620136,file:///home/isaac/Documents/BDA/bda-exercises-3-group-1/data/problem_3/gearbox/Run_36.csv,2,24.49573941583045,0.32578,-0.042419,0.056152
60130631306,file:///home/isaac/Documents/BDA/bda-exercises-3-group-1/data/problem_3/gearbox/Run_6.csv,3,23.874494724313003,0.040436,0.24857,4.9304
60130631302,file:///home/isaac/Documents/BDA/bda-exercises-3-group-1/data/problem_3/gearbox/Run_6.csv,4,22.4582670992919,-0.0028992,-0.23254,4.9304
60130995085,file:///home/isaac/Documents/BDA/bda-exercises-3-group-1/data/problem_3/gearbox/Run_37.csv,3,22.409207035637497,0.013733,0.23483,0.068359
42950620137,file:///home/isaac/Documents/BDA/bda-exercises-3-group-1/data/problem_3/gearbox/Run_36.csv,2,22.373977011015928,0.30136,-0.042725,0.053711
42950620135,file:///home/isaac/Documents/BDA/bda-exercises-3-group-1/data/problem_3/gearbox/Run_36.csv,2,21.92760646504032,0.29816,-0.033112,0.048828
60130631303,file:///home/isaac/Documents/BDA/bda-exercises-3-group-1/data/problem_3/gearbox/Run_6.csv,4,21.65022754461255,0.0074768,-0.22537,4.9292
42950982743,file:///home/isaac/Documents/BDA/bda-exercises-3-group-1/data/problem_3/gearbox/Run_104.csv,2,20.82692325479592,0.28778,-0.016479,0.062256
60130631299,file:///home/isaac/Documents/BDA/bda-exercises-3-group-1/data/problem_3/gearbox/Run_6.csv,3,20.41140283380927,0.01297,0.21561,4.939
60130548035,file:///home/isaac/Documents/BDA/bda-exercises-3-group-1/data/problem_3/gearbox/Run_68.csv,3,20.24225405803191,0.036316,0.21408,0.037842
60130483234,file:///home/isaac/Documents/BDA/bda-exercises-3-group-1/data/problem_3/gearbox/Run_68.csv,4,19.948221956011,0.050201,-0.20752,0.046387
42950982742,file:///home/isaac/Documents/BDA/bda-exercises-3-group-1/data/problem_3/gearbox/Run_104.csv,2,19.531089674508998,0.2713,-0.030212,0.057373
42950880300,file:///home/isaac/Documents/BDA/bda-exercises-3-group-1/data/problem_3/gearbox/Run_104.csv,2,19.06257488836873,0.26794,0.0090027,0.043945
60130580611,file:///home/isaac/Documents/BDA/bda-exercises-3-group-1/data/problem_3/gearbox/Run_68.csv,4,18.833670277186926,-0.011749,-0.19684,4.9109
60130580619,file:///home/isaac/Documents/BDA/bda-exercises-3-group-1/data/problem_3/gearbox/Run_68.csv,4,18.678982915243044,-0.016632,-0.1947,4.906
42950982744,file:///home/isaac/Documents/BDA/bda-exercises-3-group-1/data/problem_3/gearbox/Run_104.csv,2,18.50352286532821,0.26199,-0.0080872,0.058594
60130995082,file:///home/isaac/Documents/BDA/bda-exercises-3-group-1/data/problem_3/gearbox/Run_37.csv,3,18.461993016239795,0.015259,0.19714,0.058594
42950902569,file:///home/isaac/Documents/BDA/bda-exercises-3-group-1/data/problem_3/gearbox/Run_104.csv,2,18.444807330762576,0.26123,0.0045776,0.041504
60130631295,file:///home/isaac/Documents/BDA/bda-exercises-3-group-1/data/problem_3/gearbox/Run_6.csv,4,18.427436201406287,0.0022888,-0.19424,4.9353
60130277649,file:///home/isaac/Documents/BDA/bda-exercises-3-group-1/data/problem_3/gearbox/Run_58.csv,3,18.425411400011377,0.041809,0.19638,0.061035
42950880301,file:///home/isaac/Documents/BDA/bda-exercises-3-group-1/data/problem_3/gearbox/Run_104.csv,2,18.26582549758532,0.25742,0.02121,0.045166
