point_id,source_file,prediction,distance,sensor_1,sensor_2,sensor_3
60130631294,file:///home/isaac/Documents/BDA/bda-exercises-3-group-1/data/problem_3/gearbox/Run_6.csv,1,37.98215224919359,0.0028992,-0.36285,4.928
60130631298,file:///home/isaac/Documents/BDA/bda-exercises-3-group-1/data/problem_3/gearbox/Run_6.csv,3,37.604890302746824,0.015717,0.37598,4.9414
60130580608,file:///home/isaac/Documents/BDA/bda-exercises-3-group-1/data/problem_3/gearbox/Run_68.csv,3,28.919194090194,0.046387,0.29297,4.9316
42950620136,file:///home/isaac/Documents/BDA/bda-exercises-3-group-1/data/problem_3/gearbox/Run_36.csv,3,26.869922975785588,0.32578,-0.042419,0.056152
60130580607,file:///home/isaac/Documents/BDA/bda-exercises-3-group-1/data/problem_3/gearbox/Run_68.csv,3,25.8476932563944,0.050812,0.26337,4.9268
42950620137,file:///home/isaac/Documents/BDA/bda-exercises-3-group-1/data/problem_3/gearbox/Run_36.csv,3,24.780487930934328,0.30136,-0.042725,0.053711
60130631302,file:///home/isaac/Documents/BDA/bda-exercises-3-group-1/data/problem_3/gearbox/Run_6.csv,1,24.390747017386474,-0.0028992,-0.23254,4.9304
42950620135,file:///home/isaac/Documents/BDA/bda-exercises-3-group-1/data/problem_3/gearbox/Run_36.csv,3,24.26674496365468,0.29816,-0.033112,0.048828
60130631306,file:///home/isaac/Documents/BDA/bda-exercises-3-group-1/data/problem_3/gearbox/Run_6.csv,3,24.253661034062564,0.040436,0.24857,4.9304
60130631303,file:///home/isaac/Documents/BDA/bda-exercises-3-group-1/data/problem_3/gearbox/Run_6.csv,1,23.574088611247554,0.0074768,-0.22537,4.9292
42950982743,file:///home/isaac/Documents/BDA/bda-exercises-3-group-1/data/problem_3/gearbox/Run_104.csv,3,23.037523206403797,0.28778,-0.016479,0.062256
60130995085,file:///home/isaac/Documents/BDA/bda-exercises-3-group-1/data/problem_3/gearbox/Run_37.csv,3,22.839075584793516,0.013733,0.23483,0.068359
42950982742,file:///home/isaac/Documents/BDA/bda-exercises-3-group-1/data/problem_3/gearbox/Run_104.csv,3,21.88043367351119,0.2713,-0.030212,0.057373
60130483234,file:///home/isaac/Documents/BDA/bda-exercises-3-group-1/data/problem_3/gearbox/Run_68.csv,0,21.7821656331418,0.050201,-0.20752,0.046387
42950880300,file:///home/isaac/Documents/BDA/bda-exercises-3-group-1/data/problem_3/gearbox/Run_104.csv,3,21.023059681361865,0.26794,0.0090027,0.043945
60130631299,file:///home/isaac/Documents/BDA/bda-exercises-3-group-1/data/problem_3/gearbox/Run_6.csv,3,20.852663050719144,0.01297,0.21561,4.939
60130580611,file:///home/isaac/Documents/BDA/bda-exercises-3-group-1/data/problem_3/gearbox/Run_68.csv,2,20.71289782340313,-0.011749,-0.19684,4.9109
42950982744,file:///home/isaac/Documents/BDA/bda-exercises-3-group-1/data/problem_3/gearbox/Run_104.csv,3,20.65199708630872,0.26199,-0.0080872,0.058594
60130548035,file:///home/isaac/Documents/BDA/bda-exercises-3-group-1/data/problem_3/gearbox/Run_68.csv,3,20.620269545857482,0.036316,0.21408,0.037842
60130580619,file:///home/isaac/Documents/BDA/bda-exercises-3-group-1/data/problem_3/gearbox/Run_68.csv,2,20.503526794007897,-0.016632,-0.1947,4.906
42950902569,file:///home/isaac/Documents/BDA/bda-exercises-3-group-1/data/problem_3/gearbox/Run_104.csv,3,20.455041063192308,0.26123,0.0045776,0.041504
42950911483,file:///home/isaac/Documents/BDA/bda-exercises-3-group-1/data/problem_3/gearbox/Run_104.csv,3,20.4168839123004,0.24307,-0.058441,0.063477
60130631295,file:///home/isaac/Documents/BDA/bda-exercises-3-group-1/data/problem_3/gearbox/Run_6.csv,1,20.352563741713837,0.0022888,-0.19424,4.9353
42950933752,file:///home/isaac/Documents/BDA/bda-exercises-3-group-1/data/problem_3/gearbox/Run_104.csv,3,20.33056737435873,0.24796,-0.045319,0.047607
42950880301,file:///home/isaac/Documents/BDA/bda-exercises-3-group-1/data/problem_3/gearbox/Run_104.csv,3,20.076496998922227,0.25742,0.02121,0.045166
